upper_z,lower_z,posture_class
7.61,-0.73,slouch
7.49,-0.74,slouch
7.56,-0.77,slouch
7.53,-0.79,slouch
7.54,-0.78,slouch
7.58,-0.77,slouch
7.56,-0.75,slouch
7.55,-0.76,slouch
7.58,-0.75,slouch
7.59,-0.81,slouch
7.52,-0.78,slouch
7.54,-0.77,slouch
7.54,-0.79,slouch
7.52,-0.75,slouch
7.55,-0.74,slouch
7.54,-0.76,slouch
7.53,-0.77,slouch
7.53,-0.78,slouch
7.56,-0.77,slouch
7.50,-0.75,slouch
7.53,-0.76,slouch
7.53,-0.78,slouch
7.55,-0.78,slouch
7.57,-0.77,slouch
7.52,-0.73,slouch
7.56,-0.75,slouch
7.54,-0.76,slouch
7.62,-0.78,slouch
7.48,-0.76,slouch
7.55,-0.76,slouch
7.52,-0.78,slouch
7.53,-0.73,slouch
7.60,-0.78,slouch
7.52,-0.75,slouch
7.54,-0.78,slouch
7.53,-0.79,slouch
7.57,-0.80,slouch
7.51,-0.78,slouch
7.57,-0.79,slouch
7.55,-0.81,slouch
7.52,-0.75,slouch
7.55,-0.74,slouch
7.54,-0.76,slouch
7.59,-0.79,slouch
7.50,-0.75,slouch
7.56,-0.78,slouch
7.54,-0.75,slouch
7.51,-0.74,slouch
7.52,-0.80,slouch
7.49,-0.75,slouch
7.53,-0.76,slouch
7.54,-0.76,slouch
7.38,-0.79,slouch
7.26,-0.78,slouch
7.47,-0.77,slouch
7.66,-0.81,slouch
7.80,-0.65,slouch
7.80,-0.71,slouch
7.80,-0.75,slouch
7.61,-0.82,slouch
7.48,-0.94,slouch
7.43,-0.99,slouch
7.25,-0.94,slouch
7.34,-0.99,slouch
7.43,-0.96,slouch
7.48,-0.90,slouch
7.50,-0.86,slouch
7.59,-0.87,slouch
7.60,-0.84,slouch
7.54,-0.83,slouch
7.50,-0.89,slouch
2.74,-2.95,lean_back
2.09,-2.90,lean_back
1.62,-2.87,lean_back
1.48,-2.81,lean_back
1.34,-2.99,lean_back
1.15,-3.25,lean_back
0.83,-3.53,lean_back
0.82,-3.56,lean_back
1.01,-3.94,lean_back
0.66,-3.81,lean_back
0.40,-3.95,lean_back
0.48,-4.17,lean_back
0.42,-4.26,lean_back
0.66,-4.03,lean_back
0.92,-4.12,lean_back
1.07,-4.18,lean_back
0.69,-4.20,lean_back
0.88,-4.12,lean_back
0.71,-4.24,lean_back
0.62,-4.19,lean_back
0.62,-4.19,lean_back
0.42,-4.25,lean_back
0.43,-4.21,lean_back
0.68,-4.28,lean_back
0.41,-4.15,lean_back
0.57,-4.16,lean_back
0.32,-3.89,lean_back
0.34,-3.84,lean_back
0.71,-3.55,lean_back
2.00,-3.32,lean_back
2.55,-3.25,lean_back
2.83,-2.96,lean_back
3.86,-2.52,lean_back
4.33,-3.21,lean_back
4.56,-3.29,lean_back
5.41,-4.12,lean_back
6.99,-2.74,lean_back
8.66,0.50,lean_back
9.39,2.57,lean_back
7.11,2.21,lean_back
3.97,1.68,lean_back
6.04,1.67,lean_back
8.21,-0.88,lean_back
5.24,-1.90,lean_back
5.34,-2.67,lean_back
5.49,-3.08,lean_back
4.83,-3.78,lean_back
4.42,-4.16,lean_back
3.75,-4.04,lean_back
3.55,-4.15,lean_back
2.86,-4.42,lean_back
2.42,-4.70,lean_back
2.22,-4.63,lean_back
1.47,-4.35,lean_back
1.81,-3.96,lean_back
1.95,-4.17,lean_back
1.62,-4.61,lean_back
1.14,-4.59,lean_back
1.78,-4.39,lean_back
2.08,-4.20,lean_back
2.43,-4.36,lean_back
2.36,-4.65,lean_back
2.27,-4.75,lean_back
2.54,-4.24,lean_back
2.09,-4.33,lean_back
1.87,-4.55,lean_back
1.47,-4.77,lean_back
1.28,-4.51,lean_back
0.61,-4.10,lean_back
0.76,-4.24,lean_back
0.74,-4.04,lean_back
0.74,-3.70,lean_back
1.06,-3.38,lean_back
1.24,-3.89,lean_back
1.29,-4.43,lean_back
1.48,-4.58,lean_back
1.81,-4.68,lean_back
2.21,-4.47,lean_back
2.36,-3.74,lean_back
2.75,-4.13,lean_back
3.24,-3.40,lean_back
4.02,-4.08,lean_back
4.02,-4.10,lean_back
4.48,-3.96,lean_back
4.44,-3.20,lean_back
4.59,-2.32,lean_back
5.09,-2.71,lean_back
5.23,-2.37,lean_back
5.53,-2.44,lean_back
5.48,-2.50,lean_back
5.55,-2.58,lean_back
5.32,-2.69,lean_back
5.47,-2.28,lean_back
5.48,-1.99,lean_back
5.49,-2.15,lean_back
5.48,-2.23,lean_back
5.48,-2.31,lean_back
5.44,-1.51,lean_back
5.46,-1.69,lean_back
5.55,-2.02,lean_back
5.41,-1.71,lean_back
5.42,-1.49,lean_back
5.38,-1.15,lean_back
5.40,-1.09,lean_back
5.30,-0.75,lean_back
5.34,-0.53,lean_back
5.19,-0.66,lean_back
5.54,-0.69,lean_back
5.67,-1.31,lean_back
5.63,-1.84,lean_back
5.83,-1.92,lean_back
5.93,-2.15,lean_back
5.85,-2.15,lean_back
5.70,-2.14,lean_back
5.40,-2.16,lean_back
5.35,-2.27,lean_back
5.64,-2.46,lean_back
5.77,-2.54,lean_back
5.86,-2.68,lean_back
6.24,-2.77,lean_back
5.37,-3.05,lean_back
5.10,-3.13,lean_back
4.93,-3.21,lean_back
4.70,-3.24,lean_back
4.71,-3.36,lean_back
4.53,-3.33,lean_back
4.08,-3.52,lean_back
3.72,-3.66,lean_back
3.37,-3.90,lean_back
3.18,-3.94,lean_back
2.74,-4.62,lean_back
2.23,-3.79,lean_back
1.95,-3.89,lean_back
1.82,-3.72,lean_back
1.45,-3.06,lean_back
1.14,-2.74,lean_back
1.38,-2.76,lean_back
1.36,-2.70,lean_back
1.20,-2.63,lean_back
1.52,-2.53,lean_back
2.09,-2.65,lean_back
1.90,-2.56,lean_back
1.11,-2.63,lean_back
1.18,-2.93,lean_back
0.28,-2.87,lean_back
-0.23,-2.92,lean_back
-0.40,-2.98,lean_back
-0.43,-2.94,lean_back
-0.45,-2.93,lean_back
-0.41,-2.86,lean_back
-0.55,-3.06,lean_back
-0.56,-3.10,lean_back
-0.57,-3.15,lean_back
-0.41,-3.08,lean_back
-0.46,-2.95,lean_back
-0.57,-3.03,lean_back
-0.61,-3.21,lean_back
-0.55,-2.99,lean_back
-0.54,-3.10,lean_back
-0.55,-3.14,lean_back
-0.61,-2.96,lean_back
-0.75,-3.14,lean_back
-0.76,-3.20,lean_back
-0.63,-3.03,lean_back
-0.62,-3.09,lean_back
-0.63,-3.16,lean_back
-0.57,-3.19,lean_back
-0.62,-3.18,lean_back
-0.66,-3.22,lean_back
-0.57,-3.34,lean_back
-0.59,-3.32,lean_back
-0.65,-3.27,lean_back
-0.78,-3.42,lean_back
-0.46,-3.42,lean_back
-0.36,-3.29,lean_back
-0.01,-3.39,lean_back
0.13,-3.27,lean_back
0.76,-3.39,lean_back
0.55,-3.09,lean_back
0.55,-3.03,lean_back
0.93,-3.00,lean_back
1.22,-3.08,lean_back
1.19,-2.75,lean_back
1.37,-2.67,lean_back
1.76,-2.40,lean_back
1.78,-2.07,lean_back
1.87,-2.67,lean_back
1.53,-1.37,lean_back
2.43,-2.47,lean_back
2.07,-3.46,lean_back
2.48,-2.95,lean_back
2.99,-2.11,lean_back
3.14,-2.32,lean_back
3.14,-2.60,lean_back
3.30,-2.22,lean_back
3.22,-2.02,lean_back
3.42,-1.94,lean_back
3.70,-1.91,lean_back
3.42,-2.02,lean_back
3.64,-1.76,lean_back
3.48,-1.81,lean_back
3.60,-1.67,lean_back
3.64,-1.69,lean_back
3.60,-1.65,lean_back
3.62,-1.67,lean_back
3.60,-1.71,lean_back
3.48,-1.72,lean_back
3.43,-1.64,lean_back
3.46,-1.69,lean_back
3.45,-1.67,lean_back
3.48,-1.67,lean_back
3.46,-1.68,lean_back
3.53,-1.60,lean_back
3.43,-1.70,lean_back
3.35,-1.67,lean_back
3.40,-1.66,lean_back
3.41,-1.69,lean_back
3.43,-1.69,lean_back
3.41,-1.68,lean_back
3.40,-1.69,lean_back
3.38,-1.72,lean_back
3.33,-1.75,lean_back
3.22,-1.71,lean_back
3.21,-1.73,lean_back
3.26,-1.69,lean_back
3.47,-1.75,lean_back
3.48,-1.78,lean_back
3.31,-1.73,lean_back
3.23,-1.77,lean_back
3.22,-1.72,lean_back
3.24,-1.77,lean_back
3.37,-1.83,lean_back
3.30,-1.76,lean_back
3.23,-1.85,lean_back
3.09,-1.87,lean_back
3.03,-1.95,lean_back
3.03,-2.02,lean_back
2.98,-2.08,lean_back
2.94,-2.10,lean_back
2.84,-2.13,lean_back
2.88,-2.22,lean_back
2.97,-2.14,lean_back
2.82,-2.18,lean_back
2.74,-2.42,lean_back
2.24,-2.51,lean_back
2.05,-2.81,lean_back
1.73,-3.16,lean_back
1.27,-3.61,lean_back
0.83,-3.84,lean_back
0.47,-3.96,lean_back
0.34,-4.36,lean_back
0.19,-4.73,lean_back
-0.01,-5.24,lean_back
-0.19,-5.61,lean_back
-0.27,-5.88,lean_back
-0.50,-5.67,lean_back
-0.51,-5.36,lean_back
-0.23,-5.47,lean_back
-0.20,-5.44,lean_back
-0.28,-5.23,lean_back
-0.32,-5.22,lean_back
-0.32,-5.06,lean_back
-0.28,-5.04,lean_back
-0.50,-5.25,lean_back
-0.78,-5.15,lean_back
-1.09,-5.34,lean_back
-1.29,-5.54,lean_back
-1.46,-5.59,lean_back
-1.73,-5.16,lean_back
-1.45,-5.03,lean_back
-1.58,-5.25,lean_back
-1.50,-5.05,lean_back
-2.00,-4.78,lean_back
-1.58,-4.86,lean_back
-1.24,-5.12,lean_back
-0.79,-4.86,lean_back
-0.56,-5.33,lean_back
-0.35,-4.97,lean_back
0.01,-5.03,lean_back
0.27,-4.92,lean_back
0.46,-4.81,lean_back
0.87,-4.54,lean_back
1.02,-4.95,lean_back
0.70,-5.10,lean_back
0.96,-4.45,lean_back
0.75,-4.69,lean_back
0.67,-4.44,lean_back
0.37,-4.28,lean_back
0.24,-3.96,lean_back
-0.01,-3.98,lean_back
-0.30,-4.01,lean_back
-0.91,-3.77,lean_back
-0.69,-4.11,lean_back
-0.67,-4.16,lean_back
-0.33,-3.91,lean_back
-0.03,-3.63,lean_back
0.54,-3.71,lean_back
0.93,-3.19,lean_back
1.49,-2.96,lean_back
1.98,-2.49,lean_back
2.85,-2.18,lean_back
3.86,-1.49,lean_back
5.29,-1.39,lean_back
5.63,-1.56,lean_back
5.78,-0.59,lean_back
5.64,0.94,lean_back
6.49,-0.69,lean_back
4.72,-1.29,lean_back
1.34,-0.19,lean_back
3.85,-0.85,lean_back
4.29,-2.57,lean_back
4.14,-3.02,lean_back
3.71,-2.60,lean_back
3.57,-2.78,lean_back
3.78,-3.67,lean_back
3.77,-4.04,lean_back
4.09,-4.03,lean_back
3.66,-3.40,lean_back
3.29,-3.25,lean_back
4.45,-4.80,lean_back
3.18,-4.75,lean_back
2.01,-4.49,lean_back
1.90,-4.03,lean_back
1.98,-4.29,lean_back
2.52,-4.95,lean_back
1.99,-5.30,lean_back
1.88,-5.15,lean_back
1.84,-5.53,lean_back
1.46,-5.59,lean_back
1.15,-5.61,lean_back
0.17,-5.32,lean_back
0.00,-5.57,lean_back
-0.31,-5.83,lean_back
-0.56,-5.76,lean_back
-0.56,-5.78,lean_back
-0.56,-6.02,lean_back
-0.58,-5.90,lean_back
-0.67,-6.00,lean_back
-0.83,-5.88,lean_back
-0.68,-5.84,lean_back
-0.66,-5.80,lean_back
-0.70,-6.07,lean_back
-0.89,-6.51,lean_back
-1.66,-6.64,lean_back
-1.81,-6.74,lean_back
-2.09,-6.66,lean_back
-2.19,-6.56,lean_back
-1.94,-6.54,lean_back
-2.29,-6.52,lean_back
-2.43,-6.49,lean_back
-2.39,-6.58,lean_back
-2.65,-6.43,lean_back
-2.67,-6.42,lean_back
-2.52,-6.56,lean_back
-2.45,-6.76,lean_back
-2.28,-6.87,lean_back
-2.22,-6.74,lean_back
-2.22,-6.68,lean_back
-2.24,-6.69,lean_back
-2.33,-6.75,lean_back
-2.39,-6.73,lean_back
-2.39,-6.79,lean_back
-2.46,-6.79,lean_back
-2.48,-6.74,lean_back
-2.28,-6.68,lean_back
-2.30,-6.66,lean_back
-2.37,-6.64,lean_back
-2.45,-6.67,lean_back
-2.46,-6.68,lean_back
-2.45,-6.68,lean_back
-2.44,-6.68,lean_back
-2.44,-6.72,lean_back
-2.46,-6.65,lean_back
-2.43,-6.64,lean_back
-2.46,-6.67,lean_back
-2.39,-6.69,lean_back
-2.35,-6.67,lean_back
-2.34,-6.66,lean_back
-2.39,-6.66,lean_back
-2.32,-6.69,lean_back
-2.30,-6.71,lean_back
-2.26,-6.63,lean_back
-2.23,-6.68,lean_back
-2.15,-6.69,lean_back
-2.16,-6.66,lean_back
-2.16,-6.61,lean_back
-2.16,-6.69,lean_back
-2.17,-6.64,lean_back
-2.11,-6.66,lean_back
-2.05,-6.69,lean_back
-2.04,-6.70,lean_back
-2.05,-6.66,lean_back
-2.04,-6.71,lean_back
-2.05,-6.67,lean_back
-2.08,-6.69,lean_back
-2.10,-6.64,lean_back
-2.15,-6.68,lean_back
-2.12,-6.72,lean_back
-2.19,-6.66,lean_back
-2.09,-6.68,lean_back
-2.07,-6.68,lean_back
-2.03,-6.65,lean_back
-1.97,-6.64,lean_back
-2.00,-6.69,lean_back
-2.01,-6.68,lean_back
-2.08,-6.65,lean_back
-2.01,-6.65,lean_back
-2.06,-6.58,lean_back
-2.10,-6.64,lean_back
-2.13,-6.60,lean_back
-2.18,-6.58,lean_back
-2.22,-6.63,lean_back
-2.17,-6.59,lean_back
-2.18,-6.60,lean_back
-2.03,-6.62,lean_back
-2.07,-6.55,lean_back
-2.03,-6.52,lean_back
-2.08,-6.55,lean_back
-2.04,-6.50,lean_back
-2.08,-6.52,lean_back
-2.04,-6.51,lean_back
-2.09,-6.50,lean_back
-2.02,-6.47,lean_back
-1.98,-6.48,lean_back
-1.96,-6.46,lean_back
-1.92,-6.51,lean_back
-2.06,-6.56,lean_back
-2.03,-6.47,lean_back
-1.92,-6.51,lean_back
-1.96,-6.46,lean_back
-1.95,-6.51,lean_back
-1.98,-6.49,lean_back
-2.02,-6.46,lean_back
-2.04,-6.51,lean_back
-2.11,-6.61,lean_back
-2.11,-6.39,lean_back
-1.93,-6.48,lean_back
-2.01,-6.46,lean_back
-2.03,-6.47,lean_back
-2.02,-6.52,lean_back
-1.98,-6.49,lean_back
-1.99,-6.50,lean_back
-1.99,-6.48,lean_back
-2.04,-6.49,lean_back
-2.10,-6.47,lean_back
-2.07,-6.47,lean_back
-2.10,-6.44,lean_back
-2.04,-6.45,lean_back
-2.00,-6.45,lean_back
4.46,-3.43,lean_back
4.43,-3.41,lean_back
4.44,-3.40,lean_back
4.41,-3.39,lean_back
4.38,-3.41,lean_back
4.41,-3.42,lean_back
4.37,-3.43,lean_back
4.34,-3.42,lean_back
4.22,-3.49,lean_back
4.27,-3.47,lean_back
4.42,-3.43,lean_back
4.53,-3.42,lean_back
4.28,-3.50,lean_back
4.28,-3.41,lean_back
4.43,-3.39,lean_back
4.75,-3.43,lean_back
4.50,-3.37,lean_back
4.32,-3.45,lean_back
4.30,-3.55,lean_back
4.19,-3.50,lean_back
4.35,-3.47,lean_back
4.51,-3.51,lean_back
4.33,-3.50,lean_back
4.31,-3.50,lean_back
4.30,-3.49,lean_back
4.50,-3.45,lean_back
4.42,-3.51,lean_back
4.29,-3.46,lean_back
4.33,-3.50,lean_back
4.40,-3.49,lean_back
4.44,-3.48,lean_back
4.40,-3.48,lean_back
4.34,-3.52,lean_back
4.37,-3.49,lean_back
4.40,-3.45,lean_back
4.48,-3.46,lean_back
4.52,-3.44,lean_back
4.46,-3.48,lean_back
4.40,-3.50,lean_back
4.28,-3.49,lean_back
4.35,-3.47,lean_back
4.71,-3.48,lean_back
4.44,-3.45,lean_back
4.22,-3.65,lean_back
4.10,-3.65,lean_back
4.18,-3.63,lean_back
4.32,-3.61,lean_back
4.44,-3.58,lean_back
4.35,-3.61,lean_back
4.28,-3.58,lean_back
4.19,-3.65,lean_back
4.09,-3.65,lean_back
4.25,-3.56,lean_back
4.50,-3.54,lean_back
4.60,-3.45,lean_back
4.53,-3.49,lean_back
4.38,-3.58,lean_back
4.31,-3.59,lean_back
4.34,-3.51,lean_back
4.32,-3.56,lean_back
4.31,-3.58,lean_back
4.28,-3.53,lean_back
4.45,-3.55,lean_back
4.49,-3.51,lean_back
4.32,-3.57,lean_back
4.30,-3.61,lean_back
4.30,-3.59,lean_back
4.22,-3.63,lean_back
4.31,-3.61,lean_back
4.32,-3.66,lean_back
4.20,-3.71,lean_back
4.07,-3.75,lean_back
4.02,-3.71,lean_back
3.99,-3.73,lean_back
4.00,-3.76,lean_back
4.08,-3.75,lean_back
4.19,-3.77,lean_back
4.26,-3.85,lean_back
4.16,-3.98,lean_back
3.97,-4.05,lean_back
3.70,-4.30,lean_back
2.93,-4.50,lean_back
2.15,-4.90,lean_back
1.78,-5.17,lean_back
1.36,-5.33,lean_back
0.71,-5.65,lean_back
0.36,-5.71,lean_back
0.01,-6.34,lean_back
-0.34,-6.51,lean_back
-0.69,-6.89,lean_back
-1.19,-6.57,lean_back
-1.53,-6.48,lean_back
-2.31,-6.43,lean_back
-2.23,-6.77,lean_back
-2.81,-6.73,lean_back
-2.88,-6.65,lean_back
-3.18,-6.43,lean_back
-3.08,-6.49,lean_back
-3.21,-6.50,lean_back
-3.22,-6.52,lean_back
-3.50,-6.42,lean_back
-3.55,-6.28,lean_back
-3.50,-6.31,lean_back
-3.62,-6.42,lean_back
-3.68,-6.41,lean_back
-3.70,-6.32,lean_back
-3.60,-6.26,lean_back
-3.63,-6.25,lean_back
-3.70,-6.31,lean_back
-3.81,-6.35,lean_back
-3.98,-6.25,lean_back
-3.90,-6.24,lean_back
-3.70,-6.17,lean_back
-3.45,-6.18,lean_back
-3.44,-6.11,lean_back
-3.54,-6.11,lean_back
-3.57,-6.16,lean_back
-3.64,-6.16,lean_back
-3.71,-6.12,lean_back
-3.60,-6.23,lean_back
-3.68,-6.17,lean_back
-3.82,-6.19,lean_back
-3.66,-6.26,lean_back
-3.49,-6.19,lean_back
-3.09,-6.24,lean_back
-2.91,-6.27,lean_back
-2.94,-6.36,lean_back
-2.82,-6.31,lean_back
-2.65,-6.21,lean_back
-2.67,-6.20,lean_back
-2.76,-6.17,lean_back
-2.79,-6.14,lean_back
-2.70,-6.14,lean_back
-2.59,-6.10,lean_back
-2.64,-6.16,lean_back
-2.58,-5.97,lean_back
-2.47,-6.04,lean_back
-2.49,-6.09,lean_back
-2.51,-6.09,lean_back
-2.43,-6.04,lean_back
-2.39,-6.04,lean_back
-2.55,-6.02,lean_back
-2.38,-6.24,lean_back
-2.16,-6.10,lean_back
-1.85,-6.09,lean_back
-1.81,-6.09,lean_back
-1.97,-6.10,lean_back
-2.00,-6.11,lean_back
-2.02,-6.14,lean_back
-1.95,-6.07,lean_back
-1.97,-6.09,lean_back
-2.02,-6.15,lean_back
-2.00,-6.16,lean_back
-1.98,-6.15,lean_back
-1.66,-6.16,lean_back
-1.41,-6.24,lean_back
-1.21,-6.18,lean_back
-1.22,-6.16,lean_back
-1.45,-6.12,lean_back
-1.71,-6.26,lean_back
-1.87,-6.56,lean_back
-1.58,-6.41,lean_back
-1.17,-6.21,lean_back
-0.93,-6.32,lean_back
-0.92,-6.31,lean_back
-1.05,-6.34,lean_back
-1.53,-6.12,lean_back
-1.68,-6.21,lean_back
-1.57,-6.18,lean_back
-1.56,-6.16,lean_back
-1.35,-6.16,lean_back
-1.37,-6.19,lean_back
-1.40,-6.19,lean_back
-1.35,-6.18,lean_back
-1.36,-6.17,lean_back
-1.39,-6.15,lean_back
-1.46,-6.19,lean_back
-1.39,-6.26,lean_back
-1.30,-6.17,lean_back
-1.31,-6.15,lean_back
-1.27,-6.22,lean_back
-1.14,-6.20,lean_back
-0.94,-6.09,lean_back
-0.91,-6.10,lean_back
-0.72,-6.27,lean_back
-0.67,-6.20,lean_back
-0.51,-6.22,lean_back
-0.51,-6.23,lean_back
-0.53,-6.27,lean_back
-0.59,-6.19,lean_back
-0.65,-6.42,lean_back
-0.68,-6.40,lean_back
-0.70,-6.54,lean_back
-0.69,-6.43,lean_back
-0.61,-6.39,lean_back
-0.52,-6.35,lean_back
-0.23,-6.45,lean_back
0.21,-6.33,lean_back
-0.02,-6.30,lean_back
0.02,-6.36,lean_back
-0.08,-6.36,lean_back
0.11,-6.31,lean_back
4.77,-3.77,lean_back
4.89,-3.80,lean_back
4.84,-3.66,lean_back
4.90,-3.70,lean_back
4.79,-3.69,lean_back
4.81,-3.65,lean_back
4.82,-3.68,lean_back
4.81,-3.64,lean_back
4.79,-3.67,lean_back
4.83,-3.69,lean_back
4.86,-3.66,lean_back
4.77,-3.69,lean_back
4.73,-3.71,lean_back
4.80,-3.68,lean_back
4.91,-3.68,lean_back
4.83,-3.59,lean_back
4.89,-3.69,lean_back
4.80,-3.70,lean_back
4.75,-3.70,lean_back
4.74,-3.71,lean_back
4.75,-3.70,lean_back
4.87,-3.66,lean_back
4.94,-3.70,lean_back
4.84,-3.72,lean_back
4.75,-3.73,lean_back
4.65,-3.77,lean_back
4.62,-3.78,lean_back
4.62,-3.81,lean_back
4.63,-3.83,lean_back
4.66,-3.84,lean_back
4.73,-3.77,lean_back
4.73,-3.75,lean_back
4.70,-3.79,lean_back
4.61,-3.81,lean_back
4.54,-3.82,lean_back
4.62,-3.79,lean_back
4.70,-3.86,lean_back
4.53,-3.83,lean_back
4.57,-3.82,lean_back
4.65,-3.83,lean_back
4.69,-3.80,lean_back
4.66,-3.77,lean_back
4.74,-3.79,lean_back
4.76,-3.84,lean_back
4.65,-3.77,lean_back
4.83,-3.75,lean_back
4.73,-3.80,lean_back
4.49,-3.79,lean_back
4.48,-3.86,lean_back
4.66,-3.84,lean_back
4.64,-3.85,lean_back
4.63,-3.85,lean_back
4.35,-3.92,lean_back
4.33,-3.90,lean_back
4.57,-3.89,lean_back
4.58,-3.85,lean_back
4.56,-3.87,lean_back
4.69,-3.78,lean_back
4.80,-3.78,lean_back
4.70,-3.78,lean_back
4.53,-3.85,lean_back
4.52,-3.84,lean_back
4.52,-3.81,lean_back
4.57,-3.88,lean_back
4.68,-3.83,lean_back
4.58,-3.85,lean_back
4.48,-3.86,lean_back
4.46,-3.85,lean_back
4.51,-3.85,lean_back
4.44,-3.89,lean_back
4.51,-3.89,lean_back
4.51,-3.88,lean_back
4.40,-3.92,lean_back
4.33,-3.94,lean_back
4.30,-4.00,lean_back
4.24,-4.00,lean_back
4.22,-4.05,lean_back
4.17,-4.13,lean_back
4.24,-4.16,lean_back
4.50,-4.34,lean_back
4.39,-4.42,lean_back
3.47,-5.16,lean_back
1.34,-5.07,lean_back
0.57,-5.39,lean_back
0.40,-6.03,lean_back
0.78,-6.23,lean_back
1.05,-6.05,lean_back
0.78,-6.52,lean_back
0.51,-6.68,lean_back
-0.44,-6.44,lean_back
-0.94,-6.81,lean_back
-1.36,-6.76,lean_back
-1.51,-6.61,lean_back
-1.60,-6.59,lean_back
-1.64,-6.73,lean_back
-2.34,-6.23,lean_back
-2.64,-6.33,lean_back
-2.98,-6.14,lean_back
-2.85,-6.28,lean_back
-2.76,-6.13,lean_back
-2.78,-6.19,lean_back
-2.93,-6.31,lean_back
-3.17,-6.20,lean_back
-3.08,-6.19,lean_back
-2.99,-6.22,lean_back
-3.13,-6.18,lean_back
-3.24,-6.10,lean_back
-3.30,-6.17,lean_back
-3.29,-6.16,lean_back
-3.38,-6.14,lean_back
-3.32,-6.08,lean_back
-3.17,-6.13,lean_back
-3.30,-6.07,lean_back
-3.42,-6.01,lean_back
-3.31,-6.12,lean_back
-3.24,-6.08,lean_back
-3.24,-5.97,lean_back
-3.25,-6.00,lean_back
-3.11,-6.05,lean_back
-2.92,-6.00,lean_back
-2.87,-6.01,lean_back
-3.07,-5.99,lean_back
-3.05,-6.03,lean_back
-3.06,-5.99,lean_back
-3.00,-6.00,lean_back
-3.08,-5.99,lean_back
-3.09,-5.99,lean_back
-3.06,-6.00,lean_back
-3.08,-6.03,lean_back
-3.08,-6.05,lean_back
-3.11,-6.04,lean_back
-3.11,-6.13,lean_back
-3.06,-5.96,lean_back
-3.03,-5.97,lean_back
-2.99,-6.08,lean_back
-3.00,-6.10,lean_back
-2.96,-6.03,lean_back
-2.99,-6.10,lean_back
-3.01,-6.05,lean_back
-3.09,-6.04,lean_back
-3.05,-6.07,lean_back
-3.06,-6.03,lean_back
-3.05,-6.09,lean_back
-3.06,-6.08,lean_back
-3.05,-6.03,lean_back
-2.94,-6.07,lean_back
-3.01,-6.04,lean_back
-2.95,-6.05,lean_back
-2.92,-6.06,lean_back
-2.99,-6.05,lean_back
-3.03,-6.07,lean_back
-3.00,-6.00,lean_back
-2.94,-6.08,lean_back
-3.06,-6.12,lean_back
-3.08,-6.07,lean_back
-3.05,-6.04,lean_back
-3.07,-6.11,lean_back
-2.99,-6.08,lean_back
-3.00,-6.07,lean_back
-2.94,-6.07,lean_back
-2.96,-6.09,lean_back
-2.91,-6.05,lean_back
-2.92,-6.06,lean_back
-2.91,-6.06,lean_back
-2.91,-6.05,lean_back
-2.92,-6.09,lean_back
-2.87,-6.09,lean_back
-2.90,-6.07,lean_back
-2.89,-6.10,lean_back
-2.82,-5.96,lean_back
-2.84,-6.02,lean_back
-2.96,-6.07,lean_back
-3.00,-6.08,lean_back
-3.00,-6.12,lean_back
-3.01,-6.11,lean_back
-2.97,-6.07,lean_back
-2.97,-6.10,lean_back
-2.96,-6.06,lean_back
-3.03,-6.05,lean_back
-3.05,-6.09,lean_back
-2.96,-6.08,lean_back
-3.03,-6.11,lean_back
-3.05,-6.08,lean_back
-3.04,-6.07,lean_back
-3.03,-6.11,lean_back
-2.97,-6.08,lean_back
-3.03,-6.10,lean_back
-3.01,-6.09,lean_back
-3.00,-6.13,lean_back
-2.98,-6.02,lean_back
-2.97,-6.01,lean_back
-2.99,-6.07,lean_back
-2.91,-6.02,lean_back
-2.90,-6.10,lean_back
-2.90,-6.15,lean_back
-2.89,-6.10,lean_back
-2.83,-6.03,lean_back
-2.97,-6.09,lean_back
-3.04,-6.08,lean_back
3.05,-3.54,lean_back
2.69,-3.80,lean_back
2.72,-3.94,lean_back
2.78,-4.07,lean_back
2.87,-4.02,lean_back
2.84,-4.02,lean_back
2.92,-3.97,lean_back
2.98,-3.96,lean_back
3.09,-3.98,lean_back
3.19,-3.93,lean_back
3.30,-3.87,lean_back
3.26,-3.82,lean_back
3.32,-3.89,lean_back
3.46,-3.91,lean_back
3.54,-3.81,lean_back
3.54,-3.81,lean_back
3.59,-3.87,lean_back
3.63,-3.82,lean_back
3.71,-3.81,lean_back
3.70,-3.77,lean_back
3.75,-3.82,lean_back
3.70,-3.74,lean_back
3.62,-3.76,lean_back
3.69,-3.76,lean_back
3.66,-3.74,lean_back
3.65,-3.80,lean_back
3.62,-3.77,lean_back
3.72,-3.79,lean_back
3.78,-3.73,lean_back
3.75,-3.76,lean_back
3.78,-3.77,lean_back
3.69,-3.74,lean_back
3.64,-3.77,lean_back
3.71,-3.78,lean_back
3.67,-3.66,lean_back
3.96,-3.62,lean_back
4.04,-3.58,lean_back
3.90,-3.58,lean_back
3.90,-3.59,lean_back
3.90,-3.65,lean_back
3.96,-3.63,lean_back
4.02,-3.63,lean_back
4.02,-3.62,lean_back
4.05,-3.64,lean_back
4.01,-3.59,lean_back
4.04,-3.65,lean_back
3.97,-3.61,lean_back
4.02,-3.60,lean_back
4.05,-3.63,lean_back
4.10,-3.65,lean_back
4.01,-3.63,lean_back
4.07,-3.62,lean_back
4.17,-3.63,lean_back
4.16,-3.57,lean_back
