upper_z,lower_z,posture_class
2.06,0.24,straight
2.01,0.29,straight
2.09,0.28,straight
2.09,0.28,straight
2.16,0.29,straight
2.19,0.23,straight
2.14,0.25,straight
2.10,0.28,straight
2.07,0.24,straight
2.05,0.22,straight
2.11,0.28,straight
2.07,0.26,straight
2.07,0.28,straight
2.00,0.32,straight
2.08,0.31,straight
2.08,0.30,straight
2.15,0.27,straight
2.15,0.27,straight
2.11,0.21,straight
2.07,0.26,straight
2.09,0.25,straight
1.99,0.24,straight
2.00,0.26,straight
2.05,0.30,straight
2.06,0.27,straight
2.05,0.27,straight
2.03,0.28,straight
1.99,0.29,straight
2.00,0.31,straight
1.98,0.31,straight
2.03,0.28,straight
2.02,0.32,straight
1.95,0.27,straight
2.05,0.26,straight
2.01,0.23,straight
2.00,0.25,straight
2.08,0.20,straight
2.09,0.23,straight
2.09,0.23,straight
2.13,0.20,straight
2.09,0.19,straight
2.08,0.23,straight
2.12,0.21,straight
2.09,0.20,straight
2.08,0.17,straight
2.09,0.27,straight
2.04,0.21,straight
2.01,0.17,straight
2.02,0.21,straight
2.05,0.24,straight
2.03,0.25,straight
2.05,0.19,straight
1.97,0.06,straight
1.93,0.08,straight
1.87,-0.02,straight
1.96,0.01,straight
1.99,-0.02,straight
1.92,-0.03,straight
2.01,-0.02,straight
2.02,-0.03,straight
2.04,-0.07,straight
2.02,-0.05,straight
2.06,0.00,straight
1.96,-0.03,straight
2.07,-0.14,straight
2.05,-0.07,straight
2.01,-0.17,straight
1.98,-0.17,straight
1.91,-0.22,straight
1.99,-0.30,straight
2.00,-0.27,straight
2.10,-0.20,straight
2.09,-0.29,straight
2.07,-0.29,straight
1.94,-0.37,straight
1.90,-0.34,straight
1.88,-0.41,straight
1.78,-0.40,straight
1.80,-0.35,straight
1.78,-0.36,straight
1.79,-0.38,straight
1.82,-0.35,straight
1.86,-0.33,straight
1.88,-0.38,straight
1.83,-0.35,straight
1.80,-0.39,straight
1.85,-0.37,straight
1.83,-0.38,straight
1.87,-0.34,straight
1.90,-0.38,straight
1.93,-0.38,straight
1.91,-0.40,straight
1.91,-0.40,straight
1.90,-0.39,straight
1.87,-0.40,straight
1.89,-0.38,straight
1.86,-0.41,straight
1.87,-0.40,straight
1.84,-0.41,straight
1.82,-0.33,straight
1.89,-0.36,straight
1.82,-0.38,straight
1.88,-0.41,straight
1.84,-0.42,straight
1.86,-0.41,straight
1.89,-0.40,straight
1.85,-0.39,straight
1.85,-0.41,straight
1.84,-0.39,straight
1.83,-0.41,straight
1.87,-0.40,straight
1.88,-0.43,straight
1.86,-0.43,straight
1.85,-0.40,straight
1.86,-0.43,straight
1.88,-0.41,straight
1.83,-0.43,straight
1.83,-0.41,straight
1.87,-0.44,straight
1.85,-0.41,straight
1.88,-0.44,straight
1.85,-0.44,straight
1.85,-0.43,straight
1.84,-0.40,straight
1.87,-0.41,straight
1.85,-0.40,straight
1.83,-0.43,straight
1.93,-0.45,straight
1.87,-0.41,straight
1.87,-0.40,straight
1.84,-0.43,straight
1.82,-0.40,straight
1.84,-0.42,straight
1.85,-0.45,straight
1.81,-0.42,straight
1.87,-0.43,straight
1.87,-0.45,straight
1.86,-0.42,straight
1.88,-0.42,straight
1.82,-0.43,straight
1.85,-0.40,straight
1.84,-0.44,straight
1.84,-0.42,straight
1.81,-0.41,straight
1.85,-0.42,straight
1.78,-0.43,straight
1.87,-0.45,straight
1.84,-0.40,straight
1.85,-0.45,straight
1.87,-0.44,straight
1.87,-0.38,straight
1.87,-0.44,straight
1.88,-0.42,straight
1.84,-0.42,straight
1.81,-0.45,straight
1.86,-0.45,straight
1.83,-0.42,straight
1.83,-0.45,straight
1.82,-0.44,straight
1.86,-0.44,straight
1.85,-0.46,straight
1.86,-0.42,straight
1.87,-0.43,straight
1.82,-0.43,straight
1.90,-0.44,straight
1.86,-0.44,straight
1.86,-0.47,straight
1.91,-0.49,straight
1.88,-0.50,straight
1.77,-0.48,straight
1.76,-0.49,straight
1.73,-0.49,straight
1.70,-0.47,straight
1.74,-0.52,straight
1.71,-0.45,straight
2.26,-0.29,straight
2.29,-0.23,straight
2.33,-0.24,straight
2.31,-0.21,straight
2.21,-0.17,straight
2.23,-0.23,straight
2.24,-0.23,straight
2.26,-0.21,straight
2.30,-0.22,straight
2.34,-0.21,straight
2.32,-0.23,straight
2.28,-0.21,straight
2.26,-0.22,straight
2.21,-0.21,straight
2.25,-0.24,straight
2.31,-0.16,straight
2.30,-0.20,straight
2.30,-0.18,straight
2.19,-0.19,straight
2.27,-0.15,straight
2.23,-0.15,straight
2.30,-0.19,straight
2.31,-0.17,straight
2.22,-0.16,straight
2.20,-0.19,straight
2.19,-0.16,straight
2.20,-0.19,straight
2.23,-0.11,straight
2.26,-0.17,straight
2.33,-0.19,straight
2.25,-0.18,straight
2.19,-0.19,straight
2.24,-0.10,straight
2.35,-0.22,straight
2.35,-0.14,straight
2.17,-0.17,straight
2.30,-0.24,straight
2.33,-0.21,straight
2.28,-0.17,straight
2.23,-0.23,straight
2.13,-0.26,straight
2.32,-0.13,straight
2.24,-0.21,straight
2.17,-0.24,straight
2.19,-0.14,straight
2.13,-0.21,straight
2.10,-0.34,straight
2.12,-0.36,straight
2.08,-0.35,straight
2.44,-0.36,straight
2.47,-0.43,straight
2.54,-0.68,straight
2.43,-0.65,straight
2.39,-0.49,straight
2.35,-0.62,straight
2.12,-0.60,straight
1.87,-0.59,straight
2.06,-0.57,straight
2.03,-0.66,straight
1.96,-0.63,straight
1.97,-0.62,straight
2.00,-0.65,straight
2.08,-0.62,straight
2.08,-0.63,straight
2.04,-0.61,straight
2.03,-0.62,straight
2.06,-0.65,straight
2.08,-0.63,straight
2.03,-0.63,straight
2.08,-0.64,straight
2.14,-0.67,straight
2.09,-0.60,straight
2.14,-0.68,straight
2.10,-0.66,straight
2.07,-0.66,straight
2.06,-0.64,straight
2.03,-0.68,straight
2.06,-0.68,straight
2.04,-0.64,straight
2.09,-0.66,straight
2.10,-0.66,straight
2.03,-0.67,straight
2.09,-0.63,straight
2.09,-0.64,straight
2.07,-0.66,straight
2.05,-0.66,straight
2.07,-0.68,straight
2.02,-0.66,straight
2.06,-0.65,straight
2.07,-0.69,straight
2.01,-0.72,straight
1.98,-0.67,straight
2.00,-0.64,straight
2.05,-0.62,straight
2.09,-0.71,straight
2.06,-0.64,straight
2.05,-0.60,straight
1.99,-0.61,straight
1.98,-0.58,straight
1.93,-0.58,straight
1.93,-0.57,straight
1.86,-0.53,straight
1.95,-0.58,straight
1.87,-0.56,straight
1.88,-0.56,straight
1.91,-0.56,straight
1.82,-0.54,straight
1.90,-0.59,straight
1.87,-0.58,straight
1.87,-0.59,straight
1.84,-0.55,straight
1.89,-0.56,straight
1.86,-0.58,straight
1.91,-0.61,straight
1.92,-0.57,straight
1.92,-0.61,straight
1.95,-0.57,straight
1.92,-0.57,straight
1.91,-0.57,straight
1.93,-0.60,straight
1.92,-0.62,straight
1.95,-0.61,straight
1.95,-0.56,straight
1.98,-0.58,straight
1.93,-0.57,straight
1.94,-0.54,straight
1.93,-0.60,straight
2.00,-0.64,straight
1.98,-0.62,straight
1.98,-0.60,straight
2.00,-0.61,straight
2.00,-0.61,straight
1.98,-0.63,straight
2.02,-0.67,straight
2.03,-0.65,straight
2.02,-0.61,straight
1.97,-0.59,straight
1.97,-0.64,straight
1.94,-0.64,straight
1.90,-0.60,straight
1.91,-0.63,straight
1.86,-0.59,straight
1.93,-0.59,straight
1.86,-0.55,straight
1.79,-0.60,straight
1.80,-0.60,straight
1.80,-0.60,straight
1.86,-0.58,straight
1.81,-0.55,straight
1.86,-0.60,straight
1.83,-0.59,straight
1.90,-0.58,straight
1.84,-0.59,straight
1.85,-0.65,straight
1.89,-0.60,straight
2.92,-0.83,straight
2.91,-0.68,straight
2.76,-0.71,straight
2.83,-0.78,straight
2.85,-0.73,straight
2.89,-0.74,straight
2.96,-0.68,straight
2.94,-0.73,straight
2.95,-0.77,straight
2.95,-0.76,straight
2.85,-0.77,straight
2.92,-0.80,straight
2.85,-0.75,straight
2.86,-0.75,straight
2.90,-0.75,straight
2.85,-0.75,straight
2.90,-0.71,straight
2.85,-0.69,straight
3.03,-0.76,straight
2.95,-0.73,straight
2.93,-0.75,straight
2.81,-0.75,straight
2.75,-0.77,straight
2.70,-0.71,straight
2.83,-0.75,straight
2.84,-0.78,straight
2.87,-0.75,straight
2.82,-0.73,straight
2.88,-0.77,straight
2.80,-0.74,straight
2.86,-0.73,straight
2.80,-0.78,straight
2.84,-0.76,straight
2.79,-0.76,straight
2.78,-0.79,straight
2.85,-0.71,straight
2.87,-0.71,straight
2.88,-0.73,straight
2.94,-0.78,straight
2.86,-0.76,straight
2.75,-0.78,straight
2.71,-0.78,straight
2.72,-0.79,straight
2.75,-0.76,straight
2.79,-0.69,straight
2.79,-0.73,straight
2.74,-0.73,straight
2.65,-0.84,straight
2.69,-0.85,straight
2.72,-0.88,straight
2.78,-0.88,straight
2.76,-0.89,straight
2.66,-0.93,straight
2.74,-0.83,straight
2.84,-0.98,straight
2.77,-1.00,straight
2.77,-0.97,straight
2.71,-1.03,straight
2.71,-0.94,straight
2.69,-0.98,straight
2.67,-0.98,straight
2.64,-0.97,straight
2.66,-1.01,straight
2.71,-0.97,straight
2.68,-0.96,straight
2.68,-0.97,straight
2.67,-0.97,straight
2.67,-0.98,straight
2.67,-0.99,straight
2.67,-1.01,straight
2.63,-1.00,straight
2.65,-1.01,straight
2.74,-0.99,straight
2.70,-0.95,straight
2.68,-1.01,straight
2.67,-1.01,straight
2.66,-0.97,straight
2.70,-0.99,straight
2.66,-0.99,straight
2.68,-0.98,straight
2.67,-0.98,straight
2.74,-1.02,straight
2.64,-0.96,straight
2.68,-1.00,straight
2.66,-1.00,straight
2.67,-0.98,straight
2.68,-1.01,straight
2.66,-0.98,straight
2.66,-1.01,straight
2.67,-0.98,straight
2.66,-1.00,straight
2.72,-1.01,straight
2.67,-0.99,straight
2.70,-1.00,straight
2.68,-1.00,straight
2.64,-0.98,straight
2.65,-1.01,straight
2.69,-1.02,straight
2.69,-1.00,straight
2.66,-1.00,straight
2.69,-1.00,straight
2.65,-0.98,straight
2.65,-1.01,straight
2.63,-1.01,straight
2.64,-1.00,straight
2.69,-0.99,straight
2.68,-0.99,straight
2.71,-1.03,straight
2.64,-1.01,straight
2.73,-1.00,straight
2.66,-0.95,straight
2.62,-0.98,straight
2.63,-1.01,straight
2.69,-0.98,straight
2.70,-0.97,straight
2.67,-0.99,straight
2.71,-0.99,straight
2.61,-1.01,straight
2.70,-1.01,straight
2.63,-0.98,straight
2.63,-1.00,straight
2.66,-1.01,straight
2.62,-0.99,straight
2.63,-1.00,straight
2.64,-0.99,straight
2.67,-0.99,straight
2.69,-1.02,straight
2.66,-1.02,straight
2.74,-0.97,straight
2.70,-0.98,straight
2.67,-0.99,straight
2.70,-0.97,straight
2.63,-1.02,straight
2.68,-1.02,straight
2.70,-0.97,straight
2.72,-1.01,straight
2.66,-1.00,straight
2.70,-0.99,straight
2.68,-0.98,straight
2.63,-0.97,straight
2.66,-0.99,straight
2.68,-1.02,straight
2.67,-1.01,straight
2.62,-0.97,straight
2.72,-1.00,straight
2.65,-1.01,straight
2.70,-1.01,straight
2.66,-0.98,straight
2.66,-0.99,straight
2.69,-0.99,straight
2.64,-1.00,straight
2.66,-1.01,straight
2.67,-1.01,straight
2.70,-0.99,straight
2.65,-0.95,straight
2.69,-0.99,straight
2.65,-1.01,straight
2.61,-0.97,straight
3.13,-0.65,straight
3.10,-0.67,straight
3.06,-0.62,straight
3.04,-0.57,straight
3.09,-0.65,straight
3.11,-0.61,straight
3.11,-0.61,straight
3.01,-0.63,straight
3.02,-0.65,straight
2.97,-0.64,straight
3.01,-0.61,straight
3.03,-0.60,straight
3.00,-0.62,straight
3.00,-0.62,straight
3.06,-0.62,straight
3.06,-0.63,straight
3.00,-0.59,straight
3.08,-0.60,straight
3.02,-0.63,straight
3.04,-0.62,straight
2.97,-0.63,straight
2.95,-0.65,straight
2.97,-0.57,straight
3.06,-0.62,straight
3.05,-0.62,straight
3.02,-0.60,straight
2.98,-0.60,straight
2.93,-0.62,straight
2.93,-0.64,straight
2.85,-0.63,straight
2.90,-0.64,straight
2.90,-0.58,straight
2.94,-0.62,straight
2.92,-0.62,straight
2.93,-0.61,straight
2.89,-0.63,straight
2.93,-0.60,straight
2.90,-0.63,straight
2.89,-0.62,straight
2.94,-0.62,straight
2.91,-0.62,straight
2.93,-0.61,straight
2.92,-0.63,straight
2.92,-0.58,straight
2.96,-0.60,straight
2.92,-0.62,straight
2.94,-0.60,straight
2.89,-0.61,straight
2.94,-0.61,straight
2.89,-0.59,straight
2.90,-0.62,straight
2.87,-0.61,straight
2.89,-0.60,straight
2.88,-0.63,straight
2.90,-0.61,straight
2.89,-0.61,straight
2.95,-0.63,straight
2.93,-0.60,straight
2.93,-0.62,straight
2.98,-0.66,straight
2.89,-0.65,straight
2.93,-0.63,straight
2.91,-0.64,straight
2.93,-0.62,straight
2.94,-0.62,straight
2.99,-0.62,straight
2.89,-0.60,straight
2.91,-0.60,straight
2.95,-0.66,straight
2.90,-0.62,straight
2.86,-0.63,straight
2.84,-0.63,straight
2.88,-0.63,straight
2.91,-0.60,straight
2.96,-0.62,straight
2.88,-0.61,straight
2.84,-0.66,straight
2.92,-0.62,straight
2.93,-0.63,straight
2.81,-0.63,straight
2.91,-0.61,straight
2.94,-0.61,straight
3.03,-0.62,straight
2.97,-0.59,straight
2.98,-0.70,straight
2.88,-0.65,straight
2.80,-0.62,straight
2.88,-0.57,straight
2.89,-0.58,straight
2.96,-0.58,straight
3.04,-0.57,straight
2.91,-0.62,straight
2.87,-0.69,straight
2.83,-0.65,straight
2.79,-0.63,straight
2.80,-0.62,straight
2.81,-0.60,straight
2.79,-0.61,straight
2.84,-0.62,straight
2.78,-0.62,straight
2.85,-0.67,straight
2.77,-0.57,straight
2.83,-0.67,straight
2.86,-0.73,straight
2.77,-0.84,straight
2.60,-0.91,straight
2.50,-0.82,straight
2.72,-0.91,straight
2.74,-1.04,straight
2.53,-1.00,straight
2.52,-0.97,straight
2.43,-0.93,straight
2.26,-1.00,straight
2.27,-0.92,straight
2.20,-0.99,straight
2.13,-0.97,straight
2.02,-0.95,straight
2.13,-0.94,straight
2.07,-0.99,straight
2.04,-0.98,straight
2.02,-0.98,straight
2.06,-0.99,straight
2.09,-0.98,straight
2.07,-0.99,straight
2.13,-1.00,straight
2.18,-0.98,straight
2.11,-0.99,straight
2.09,-1.00,straight
2.11,-0.99,straight
2.11,-0.98,straight
2.16,-1.01,straight
2.15,-1.01,straight
2.20,-1.04,straight
2.16,-1.02,straight
2.17,-1.02,straight
2.16,-1.01,straight
2.17,-0.98,straight
2.18,-1.02,straight
2.16,-1.00,straight
2.18,-0.98,straight
2.18,-1.02,straight
2.18,-1.01,straight
2.19,-1.01,straight
2.15,-0.99,straight
2.24,-1.02,straight
2.21,-1.02,straight
2.16,-1.01,straight
2.18,-1.02,straight
2.21,-1.02,straight
2.16,-1.00,straight
2.19,-1.02,straight
2.18,-1.03,straight
2.17,-1.03,straight
2.20,-1.03,straight
2.25,-1.02,straight
2.24,-1.02,straight
2.24,-1.02,straight
2.24,-1.02,straight
2.21,-1.01,straight
2.19,-1.01,straight
2.20,-1.04,straight
2.21,-1.00,straight
2.20,-1.03,straight
2.23,-1.03,straight
2.21,-1.03,straight
2.19,-1.03,straight
2.21,-1.01,straight
2.26,-1.00,straight
2.20,-1.03,straight
2.25,-1.02,straight
2.30,-1.05,straight
2.29,-1.03,straight
2.33,-1.02,straight
2.33,-1.01,straight
2.29,-1.02,straight
2.27,-1.06,straight
2.26,-1.05,straight
2.27,-1.04,straight
2.24,-1.09,straight
2.26,-1.04,straight
2.21,-1.07,straight
2.15,-1.07,straight
2.08,-1.00,straight
2.00,-0.97,straight
1.98,-0.97,straight
1.86,-1.01,straight
1.91,-0.99,straight
1.92,-1.04,straight
1.98,-1.08,straight
1.91,-1.02,straight
1.99,-1.01,straight
2.01,-1.00,straight
2.00,-1.00,straight
2.00,-0.99,straight
1.96,-1.01,straight
1.93,-1.00,straight
1.86,-0.98,straight
1.87,-0.98,straight
1.82,-0.96,straight
1.81,-0.95,straight
1.86,-0.97,straight
1.81,-0.94,straight
1.87,-0.94,straight
1.94,-0.96,straight
1.95,-0.96,straight
1.93,-0.93,straight
1.96,-0.93,straight
1.85,-0.93,straight
1.81,-0.92,straight
1.78,-0.92,straight
2.14,-0.79,straight
2.25,-0.74,straight
2.25,-0.73,straight
2.26,-0.76,straight
2.20,-0.73,straight
2.21,-0.71,straight
2.23,-0.72,straight
2.29,-0.77,straight
2.26,-0.71,straight
2.26,-0.70,straight
2.20,-0.74,straight
2.20,-0.73,straight
2.20,-0.74,straight
2.20,-0.68,straight
2.25,-0.70,straight
2.17,-0.70,straight
2.26,-0.69,straight
2.24,-0.63,straight
2.34,-0.73,straight
2.33,-0.70,straight
2.29,-0.69,straight
2.17,-0.74,straight
2.15,-0.75,straight
2.14,-0.71,straight
2.15,-0.68,straight
2.23,-0.68,straight
2.26,-0.72,straight
2.28,-0.70,straight
2.27,-0.72,straight
2.18,-0.71,straight
2.17,-0.67,straight
2.22,-0.66,straight
2.29,-0.73,straight
2.19,-0.71,straight
2.24,-0.75,straight
2.23,-0.72,straight
2.18,-0.73,straight
2.18,-0.73,straight
2.15,-0.68,straight
2.15,-0.68,straight
2.21,-0.66,straight
2.23,-0.72,straight
2.13,-0.72,straight
2.18,-0.72,straight
2.04,-0.71,straight
2.09,-0.75,straight
2.00,-0.73,straight
1.84,-0.70,straight
1.93,-0.81,straight
1.94,-0.71,straight
2.04,-0.81,straight
1.96,-0.84,straight
1.98,-0.80,straight
1.96,-0.82,straight
1.97,-0.75,straight
1.85,-0.80,straight
1.75,-0.75,straight
1.70,-0.74,straight
1.65,-0.76,straight
1.52,-0.78,straight
1.55,-0.78,straight
1.52,-0.79,straight
1.44,-0.75,straight
1.43,-0.75,straight
1.39,-0.81,straight
1.40,-0.74,straight
1.34,-0.77,straight
1.34,-0.76,straight
1.21,-0.81,straight
1.27,-0.77,straight
1.24,-0.75,straight
1.23,-0.79,straight
1.22,-0.75,straight
1.19,-0.78,straight
1.15,-0.81,straight
1.11,-0.71,straight
1.12,-0.75,straight
1.13,-0.76,straight
1.13,-0.75,straight
1.13,-0.75,straight
1.09,-0.70,straight
1.09,-0.75,straight
1.09,-0.74,straight
1.01,-0.77,straight
1.02,-0.76,straight
1.01,-0.78,straight
0.99,-0.78,straight
1.01,-0.79,straight
0.99,-0.83,straight
0.96,-0.78,straight
1.00,-0.83,straight
0.93,-0.80,straight
0.97,-0.78,straight
0.96,-0.79,straight
0.98,-0.79,straight
0.97,-0.76,straight
1.06,-0.76,straight
1.00,-0.79,straight
0.98,-0.79,straight
1.00,-0.75,straight
0.97,-0.76,straight
1.00,-0.75,straight
1.06,-0.82,straight
0.99,-0.76,straight
1.07,-0.78,straight
1.05,-0.79,straight
1.02,-0.78,straight
1.02,-0.78,straight
0.99,-0.77,straight
1.00,-0.83,straight
0.97,-0.80,straight
1.03,-0.78,straight
1.06,-0.76,straight
1.03,-0.78,straight
1.00,-0.80,straight
1.02,-0.80,straight
1.03,-0.79,straight
0.97,-0.77,straight
1.05,-0.79,straight
1.00,-0.76,straight
1.07,-0.77,straight
1.09,-0.79,straight
1.06,-0.79,straight
1.09,-0.76,straight
1.12,-0.75,straight
1.09,-0.78,straight
1.09,-0.76,straight
1.10,-0.79,straight
1.18,-0.77,straight
1.18,-0.75,straight
1.10,-0.75,straight
1.13,-0.77,straight
1.12,-0.77,straight
1.12,-0.79,straight
1.13,-0.75,straight
1.09,-0.76,straight
1.10,-0.79,straight
1.11,-0.80,straight
1.12,-0.76,straight
1.16,-0.76,straight
1.09,-0.74,straight
1.10,-0.77,straight
1.10,-0.76,straight
1.14,-0.75,straight
1.15,-0.74,straight
1.21,-0.81,straight
1.19,-0.77,straight
1.20,-0.78,straight
1.18,-0.79,straight
1.19,-0.74,straight
1.20,-0.76,straight
1.15,-0.76,straight
1.13,-0.76,straight
1.14,-0.78,straight
3.34,-0.68,slouch
3.31,-0.59,slouch
3.30,-0.53,slouch
3.32,-0.55,slouch
3.35,-0.51,slouch
3.31,-0.49,slouch
3.44,-0.52,slouch
3.44,-0.50,slouch
3.32,-0.53,slouch
3.25,-0.53,slouch
3.26,-0.57,slouch
3.24,-0.48,slouch
3.18,-0.49,slouch
3.30,-0.51,slouch
3.27,-0.50,slouch
3.25,-0.47,slouch
3.27,-0.51,slouch
3.30,-0.49,slouch
3.20,-0.51,slouch
3.16,-0.51,slouch
3.19,-0.50,slouch
3.16,-0.47,slouch
3.23,-0.50,slouch
3.27,-0.47,slouch
3.10,-0.48,slouch
3.14,-0.46,slouch
3.29,-0.32,slouch
3.34,-0.22,slouch
3.64,-0.59,slouch
3.69,-1.02,slouch
3.95,-1.55,slouch
4.08,-1.50,slouch
4.13,-1.58,slouch
4.24,-1.85,slouch
4.34,-2.01,slouch
4.33,-2.26,slouch
4.47,-2.57,slouch
4.67,-2.80,slouch
4.44,-2.88,slouch
4.02,-2.71,slouch
4.02,-2.61,slouch
4.11,-2.72,slouch
3.89,-2.71,slouch
3.79,-2.68,slouch
3.82,-2.77,slouch
3.82,-2.76,slouch
3.80,-2.70,slouch
3.85,-2.74,slouch
3.81,-2.76,slouch
3.83,-2.67,slouch
3.93,-2.72,slouch
3.93,-2.82,slouch
3.86,-2.85,slouch
3.71,-2.83,slouch
3.87,-2.66,slouch
3.82,-2.77,slouch
3.64,-2.82,slouch
3.25,-2.93,slouch
3.21,-2.80,slouch
2.81,-2.66,slouch
3.22,-3.20,slouch
3.35,-3.06,slouch
3.33,-2.72,slouch
3.68,-2.52,slouch
4.45,-2.32,slouch
4.75,-2.08,slouch
4.88,-1.81,slouch
4.77,-1.89,slouch
4.61,-1.55,slouch
4.51,-1.56,slouch
4.68,-1.89,slouch
4.49,-2.02,slouch
4.36,-2.08,slouch
4.20,-2.16,slouch
4.21,-2.25,slouch
4.01,-2.30,slouch
3.98,-2.41,slouch
3.97,-2.58,slouch
3.89,-2.61,slouch
3.98,-2.59,slouch
4.04,-2.55,slouch
4.22,-2.51,slouch
4.24,-2.46,slouch
4.28,-2.51,slouch
4.25,-2.47,slouch
4.21,-2.50,slouch
4.15,-2.50,slouch
4.20,-2.53,slouch
4.16,-2.53,slouch
4.24,-2.53,slouch
4.19,-2.51,slouch
4.20,-2.54,slouch
4.17,-2.57,slouch
4.19,-2.52,slouch
4.23,-2.52,slouch
4.19,-2.54,slouch
4.20,-2.54,slouch
4.24,-2.53,slouch
4.25,-2.52,slouch
4.26,-2.54,slouch
4.22,-2.52,slouch
4.23,-2.51,slouch
4.22,-2.53,slouch
4.20,-2.53,slouch
4.18,-2.55,slouch
